id,driver,passenger,make,model,year,from,to,driver_phone,passenger_phone,ride_fare
589c9ad7-22ee-4f2d-8979-2a0d60bf9686,Livvy Roscamps,Durante Nudd,Geo,Prizm,1997,734 Drewry Parkway,0 Eagle Crest Junction,382-682-2150,806-858-4878,$15.49
e735e5bc-e4ae-4d4d-ac77-25882b5e540e,Arne Felipe,Tamqrah Beggi,Ford,Edge,2010,90 Loomis Court,98399 Stone Corner Parkway,118-548-6019,214-437-0057,$35.73
bb940bc7-e843-4e0b-9ff7-3e6ce4f2d75d,Orelia Mourgue,Royall Desesquelle,Hyundai,Veracruz,2011,47 Spaight Road,08050 Wayridge Hill,600-165-1963,338-225-4255,$35.49
5df873b8-8315-49bb-a1ff-6f680026c9a5,Erna Beachamp,Ethelyn Wolfendell,Mazda,929,1993,48 Northport Junction,186 Pawling Avenue,227-870-8345,989-963-2298,$40.21
0b015599-a39b-4976-acfc-50f7d7b086eb,Debi Benyan,Malchy Braime,Hyundai,Excel,1993,5 Erie Crossing,2 Dunning Place,880-219-4648,119-767-1525,$8.92
2be912d4-fc96-4690-940c-7e9483dee08d,Elliott Richin,Wylie Keyzor,Dodge,Avenger,1995,69397 5th Pass,5 East Crossing,364-675-6212,930-551-6988,$20.28
90de387c-1405-4ba4-9ee3-e629ca07ab84,Janith Goggen,Kermit Tabbernor,Infiniti,IPL G,2011,29 Sachs Junction,5 Mifflin Plaza,298-155-1024,477-490-0286,$26.38
4a440807-e9cd-4eab-aede-1a510b980815,Keelia Mairs,Cherianne Camblin,Rolls-Royce,Phantom,2008,3 Hoepker Lane,407 Mockingbird Circle,344-986-9880,313-726-6938,$47.21
feb8940e-41fc-4b27-89de-3f1704432d75,Rorie Noad,Lem June,Toyota,Highlander,2003,88138 Sutteridge Crossing,5165 Heffernan Drive,603-374-2779,302-352-9957,$24.62
81a99701-d3bf-4bad-a389-7ae75e2d3ddd,Shir Dorot,Rolando Blunt,Smart,Fortwo,2011,10 Pond Junction,82 Stuart Point,685-295-8109,577-596-4842,$2.64
5ad65dc9-18b0-4e03-8a4e-7253d27bb849,Delphinia Attwool,Jerrome Hucknall,Buick,Riviera,1992,17304 Cambridge Avenue,0351 Westend Road,907-767-3613,476-394-8548,$42.09
e9fd2509-a611-4339-a860-93e6c0cdfe8a,Bobbie Solly,Hana Halloran,Chevrolet,Blazer,1996,63912 Brickson Park Lane,466 Lindbergh Lane,681-650-0463,812-627-7061,$0.95
f115bcaa-f02d-44e9-9916-ede320d7463f,Ariella MacTrusty,Del Carruthers,Toyota,Prius,2001,477 Mayer Hill,8 Sunnyside Lane,876-682-1064,385-868-0572,$44.03
b3258edc-46bf-41c9-b014-51c766958aa1,Ainslee Haburne,Lucias Galey,Ford,Tempo,1984,7 4th Drive,4 Talmadge Junction,315-746-3434,718-831-0382,$3.98
7eca653e-1773-4a26-a3a5-6399157d1e69,Rosette Darbyshire,Carlyn Oager,Lexus,GS,1996,089 Buell Point,51 Sage Parkway,259-870-9747,199-989-7449,$38.39
4382fc0b-ea8a-4c2a-bcbc-7b6c41f69df6,Paule Caile,Nikolos Pendlington,Subaru,Leone,1987,4890 Meadow Vale Plaza,375 Fisk Center,796-657-7925,858-658-6653,$28.10
04a8f185-8354-468b-8910-cc2966ed31c8,Gene Fitzsymonds,Laure Habergham,Volvo,240,1992,1 Thompson Street,31691 Ridgeway Road,743-616-3967,620-944-8121,$6.19
f525bb50-46f7-429f-b80e-8597d194ed5f,Wiley Dearlove,Davidson O'Lochan,Saab,9-5,2004,62723 Brown Park,060 Graceland Junction,693-445-9035,273-930-6389,$5.87
61303796-6fea-412a-8988-dfe6aabcf2bd,Callida Winnett,Tallou Hanstock,Volvo,XC70,2009,5707 Donald Avenue,0 David Road,122-160-1662,150-255-8218,$38.11
2f553dd7-bd85-4e56-a5d5-7ed8f3c95387,Briggs Eckford,Marjy Georgescu,Subaru,Tribeca,2008,109 Quincy Alley,04268 Blaine Trail,743-650-2349,227-181-3659,$20.45
5505d633-dfe2-46fa-b095-e015abfabce8,Shoshanna Longstaffe,Tait MacChaell,Infiniti,QX,2009,85 Carberry Alley,60 Atwood Way,142-567-1729,918-685-3435,$30.38
d9eaeb6c-9046-439a-95fd-9eb5a631103b,Ronda O'Brogan,Leela Augie,Chevrolet,Corvette,1956,073 Arizona Trail,984 Fairview Drive,638-161-0406,565-895-6877,$26.79
8de0d8ff-e042-42d0-b6c9-a25e256bfb85,Keely Gleeson,Wakefield Rohloff,Saturn,L-Series,2004,349 Ridge Oak Avenue,1 Scofield Avenue,939-898-7851,393-677-1769,$39.80
8f94e12b-c60f-4c44-8675-af92625d193a,Etheline Flowerden,Cora Lansdown,Mazda,Miata MX-5,2003,6027 Fairview Parkway,0 Red Cloud Street,138-147-5870,691-918-6349,$24.70
9f87a4a7-9c4f-42e3-ab14-f7e0cd56231d,Tyrone O'Noulane,Stuart Handrahan,Ford,Bronco,1992,734 Butterfield Street,27928 Vernon Park,970-804-2492,897-682-8947,$17.86
e6eab1cb-d095-4f3a-9f23-899704fc8b30,Morlee Raycroft,Jacenta Rusling,Pontiac,Firebird,1994,8798 Waubesa Crossing,4 Hintze Center,376-205-7349,320-591-8462,$7.82
1846fb7b-0983-4746-88b9-dfa34a89eaa5,Ema Early,Shina Chumley,Ford,E250,2005,21 Nancy Terrace,6156 Maryland Way,742-212-6675,427-629-9203,$17.92
b3bf42bc-0767-417f-b207-2bb5f87df12d,Dieter Rainard,Janet Dowrey,Mazda,RX-7,1987,112 Aberg Crossing,7637 Barby Road,498-213-3277,112-555-6586,$32.99
66771b1c-1209-40bf-aef0-f6b9646c6480,Ruby Furtado,Irene Emanuelov,BMW,M3,2006,4 Schmedeman Plaza,5 Londonderry Street,315-762-7103,619-258-9776,$43.84
d5f71806-21e2-48eb-96ed-96bb72cfcf84,Grace McCloid,Reider Stirman,Nissan,300ZX,1993,1753 Manitowish Avenue,42 Goodland Hill,967-190-7438,822-148-3295,$12.20
5b070fe4-fc5b-4b03-b373-7e6b94e7253d,Davine Hutfield,Carey Baudoux,BMW,M3,2012,7 Granby Street,480 Dennis Lane,849-263-0708,135-680-4227,$13.04
ed369401-e71d-4ee7-86c3-9cf2f661f277,Agnola Scotchbrook,Lockwood Tuminini,Hyundai,Elantra,1994,8 Barby Trail,4 Mayer Road,652-496-6364,862-971-9366,$1.51
a1f373b1-7058-4177-b621-4c847ec81c67,Merrielle Perett,Erinna Marrows,Audi,Cabriolet,1994,7 Hansons Junction,24 Ludington Lane,484-213-0422,433-211-4576,$28.23
d9f490d5-1d54-4e29-b7ff-b51f595e18c7,Hendrika Gowland,Lizzie Duguid,Land Rover,LR2,2010,35327 Dovetail Parkway,99935 Twin Pines Trail,802-184-9953,492-584-3045,$8.80
c7c84517-6e7c-47f2-a4d4-db2e1f58bf12,Weber Woodcock,Erina Teffrey,Buick,Regal,1989,2 Buhler Pass,65409 Lien Parkway,426-341-4858,316-952-2021,$47.94
21937720-b67a-468a-ad88-b7f2e06e12a4,Phylys Lund,Martie Arbor,Hyundai,Veloster,2012,39 Emmet Plaza,7 Reindahl Hill,560-766-4021,815-298-9728,$21.45
45e3a925-41f0-4c68-a546-179a4e35e880,Kaylyn Mitkcov,Dorree Perkin,Acura,RSX,2002,5 Miller Point,01553 Mcguire Hill,612-216-7246,287-665-7268,$3.26
0785faf4-605f-41bd-a19f-1e2c9b71191c,Emeline Lemmers,Harland Vahey,Mazda,Protege,1993,64417 Washington Pass,2059 Loftsgordon Point,369-862-8783,515-634-1710,$3.48
e913bdb7-5ea7-4da9-98d0-61551207ebcf,Winna Jillis,Deanne Bromet,Chrysler,Sebring,2009,685 Hayes Drive,7154 Northport Road,514-763-4162,657-830-0192,$24.85
b40c2143-b691-4f0f-aa72-c3b077e631c2,Quintina Eger,Valaria O'Heyne,GMC,Yukon,2011,2 Eagle Crest Junction,07730 Swallow Avenue,287-315-1473,859-682-8448,$40.06
e9c2dea9-b109-4f20-9654-a43d3191da77,Myrvyn Coping,Benny Thorne,Mazda,626,1984,7 Johnson Plaza,416 Texas Drive,289-724-7115,720-657-7835,$38.46
005e12da-c423-4f74-9b44-ce0aece0d279,Cordelie Legonidec,Matilde Ferrieroi,GMC,Envoy,2008,8815 Mosinee Street,5357 Kinsman Center,865-892-9317,764-247-5189,$49.53
1b8e428c-6631-42a9-9271-8e30ba04718f,Morganica Cardenoza,Buffy McVitty,Cadillac,Escalade EXT,2004,6 Pankratz Terrace,25817 Rigney Point,850-173-0814,874-289-7484,$36.72
d1e1b5dd-0630-4212-a58d-7bb1a689336b,Clotilda Ritzman,Sidonnie Camamill,Ford,F150,1993,7 6th Drive,3216 Sage Drive,142-359-6064,684-670-1557,$19.54
6bffbb4d-dc55-4be1-b9f6-760f89a671c3,Gabriell Allam,Eba Brane,Chevrolet,Express 3500,2011,73176 Ridge Oak Parkway,536 Carberry Court,189-774-7830,978-285-1202,$7.94
63d8302e-a6b9-45a0-be10-c3eafa460987,Fedora Vanns,Ertha Knill,Lincoln,Town Car,2000,7 Hansons Junction,4243 Lunder Circle,946-984-4410,321-549-2212,$4.27
a80a8e38-144e-46d6-8aa3-523571e5307f,Ali Ambrus,Trista Ohrtmann,Dodge,Viper RT/10,1994,7 Paget Alley,79959 Cordelia Drive,462-875-9406,973-810-2936,$12.03
6c272070-ded3-4208-a550-4d610ae30e3f,Farrel Graber,Charlot Winteringham,Maserati,430,1989,7338 Pawling Junction,377 Pankratz Parkway,554-768-0209,793-945-0220,$14.81
c07e55c8-fb46-4e9f-85f8-9bd7128d1c02,Jacklyn Haugeh,Caddric Rontsch,Mitsubishi,3000GT,1995,53 Karstens Center,28880 Dennis Avenue,692-704-9993,998-100-7903,$27.19
2f940d68-5b14-43a8-9b18-ce6ddf44889e,Dunn Biasio,Zacherie Scowcraft,Dodge,Stealth,1994,2 Wayridge Hill,3689 Utah Point,448-932-6422,474-162-5934,$43.90
a9013f0d-c2dc-4cf0-9bcc-0ded5e770459,Rutger Bradnock,Keriann Brinkworth,Eagle,Vision,1997,27501 Jana Alley,1 Valley Edge Point,547-179-9178,715-157-3104,$8.45
1d517676-b29f-403f-9ec1-c0c1123e6264,Joey Canas,Waiter Crepel,Lexus,ES,2005,93 Basil Street,401 Dapin Junction,556-781-1711,167-919-2932,$18.47
d2ab3a57-bf38-42c1-9a49-f2aed336722a,Dorey Hylton,Elli Neath,Chevrolet,Suburban 1500,1992,407 Grover Place,9904 Tennyson Way,436-417-1842,180-846-9558,$9.63
ee2d49bd-ae95-499e-aac8-7a8fb3c64d9a,Jobie Durden,Denys Ballendine,GMC,Jimmy,1999,2318 Dixon Drive,89 Beilfuss Parkway,250-823-6898,314-439-4749,$43.00
dd2ef8e9-f5b3-450e-95ed-afc9f38ede67,Edwina Caines,Godiva Belchamp,Honda,Fit,2010,691 Thompson Court,8 Summer Ridge Pass,712-124-9692,194-321-9027,$46.64
e7a663bc-8387-48d4-acc0-76e4ee032627,Xever Blanckley,Minnaminnie Hucke,Chevrolet,Camaro,1977,861 Tennessee Alley,2552 Grasskamp Place,559-273-4345,749-985-3157,$18.14
6cc64f5d-c5bc-496e-899f-033032c4ed2b,Gun Carruth,Vincent Bleue,Toyota,Matrix,2010,7 Arrowood Lane,5200 Dixon Court,511-616-0124,917-896-1473,$7.23
9c090f3e-a702-41f9-83ff-69a8662b1bf8,Killie Ferguson,Melisandra Van Salzberger,Mazda,929,1990,9 Melrose Park,82 Northview Pass,291-281-5121,931-106-7113,$4.02
979b9f99-b242-42e9-83bb-bf4f7d0feb6c,Gilberto Norker,Rakel Graffin,Chrysler,300M,2001,1 Ohio Hill,7502 Vahlen Junction,630-173-0376,193-552-6815,$18.12
4a212a63-cd53-42d2-a39a-148064de9e74,Joella Huckin,Florance Scruton,Ford,Explorer,2012,0515 Golf Pass,1 Fuller Junction,909-574-5741,242-464-3536,$44.93
f1d4bd49-127b-4565-acd7-d5def78a9321,Aggie Ridgers,Andree Clelle,Toyota,Camry,1992,969 Rockefeller Alley,71621 Merchant Street,230-981-1096,339-516-2048,$7.98
030a882c-8b3a-4ac8-a2d0-20f80801a979,Norbie Fishly,Marwin MacShane,Isuzu,Stylus,1992,1859 Starling Crossing,3 Homewood Alley,970-436-7311,467-290-6144,$13.25
a7fb27ba-5fe2-430a-8c73-97b307fa38f3,Madelle Sills,Minda Elstone,Volkswagen,Jetta,2008,8693 Coleman Trail,7 Mosinee Court,691-989-1101,920-946-3109,$24.45
9ded7528-1811-4623-81af-5b6306b5e786,Pier Paike,Gerianne Rainton,GMC,3500 Club Coupe,1996,96302 Evergreen Place,381 Rockefeller Drive,742-104-1507,113-167-7731,$6.48
5ae1c8bf-7733-4931-aae0-09961a5cf539,Trudi Almeida,Mickie Svanetti,Volkswagen,Vanagon,1984,412 Sloan Lane,15421 Menomonie Parkway,710-273-0745,515-803-6928,$30.43
4787ade0-1e56-4de7-ba8b-282c6585bf5b,Ira Posnette,Latashia South,BMW,525,2004,37 Columbus Terrace,59 Bobwhite Park,957-701-5136,357-255-9345,$35.13
3bcc8fcb-6a18-4aaf-9fb6-6a6fe6a038b1,Karney Benninck,Gilburt Killelay,Mazda,Mazda2,2011,01 Manufacturers Center,9 Gulseth Pass,940-509-7445,614-833-9512,$27.10
388b8982-9827-4bba-b48f-ded5c422a651,Reed Thoms,Marney Gaiford,Mitsubishi,Eclipse,1995,95 Warner Point,2 Bluestem Way,113-196-4204,555-240-5001,$47.67
4adfe6ba-a17e-459a-9e97-5af2e1e561d8,Leopold MacQuaker,Jodie Campling,Ford,Focus,2009,38 Pankratz Court,131 Sherman Drive,711-569-5646,647-811-7931,$40.58
745f7224-59ec-47c2-b34c-f8f3a3150657,Northrop Wickett,Modesta Bosman,Hummer,H3,2007,82714 Packers Alley,22 Swallow Lane,972-312-4943,663-299-7594,$4.62
d9a0031f-7432-48cc-be4e-9e64f38afa20,Inness Ludford,Jacky Daniau,Pontiac,Grand Prix,1978,147 Myrtle Parkway,23446 Longview Street,265-527-2842,974-839-7930,$4.54
5499fd38-5972-4508-86b9-7f2d63e0284c,Carlie Baildon,Nicolea Gatheridge,Isuzu,Amigo,1998,28416 Jana Road,69 Loftsgordon Street,940-392-1572,568-647-7176,$14.43
a56ce30b-4cc2-4f0c-8d26-929be751cea9,Darrel Dorney,Neale Ryce,Mazda,Millenia,1998,62729 Mayer Circle,0 Walton Pass,207-730-5019,781-714-5879,$14.04
267f48ec-1113-4c01-9b35-b166531253b9,Bryn Demicoli,Nero Antony,GMC,Sierra 2500,2005,8223 Elka Parkway,22 Erie Plaza,782-995-4582,950-972-8017,$11.73
a951a44a-a425-4ffb-8a96-29a80b444cf8,Louisette Laurenceau,Markus Witchell,Lotus,Exige,2011,55336 Dayton Street,56 Miller Street,522-501-7358,910-989-9406,$36.20
33e5f180-e240-4174-b023-0c95101b7c9c,Lawton Durdy,Dimitri Jacketts,Hyundai,Elantra,2005,583 Farmco Crossing,8 Karstens Point,351-853-1466,241-545-2479,$8.99
b5bb6ec7-a554-4f34-9780-dae07df8724f,Reynold Roelvink,Courtney Borthwick,BMW,3 Series,2001,6762 Transport Trail,00 Graceland Hill,635-528-7279,725-929-9749,$4.19
8df037e7-73ff-435c-956e-73418b16ec6a,Tarrah McCrisken,Yance Esparza,Mitsubishi,i-MiEV,2012,86437 Schlimgen Parkway,065 West Street,500-252-6622,160-352-5762,$22.15
12bf188b-7b56-40db-b504-67c08d2bb7e3,Olva Stag,Harvey Louedey,Toyota,Land Cruiser,1994,8 Del Sol Terrace,49678 Annamark Pass,823-990-0139,873-707-3295,$0.13
6d71e033-cb39-40f6-9228-6eab5aa6059d,Brena Pesselt,Tobit Gladstone,Toyota,Sequoia,2009,8793 Randy Terrace,14515 Melby Street,832-700-9458,647-978-7026,$19.57
8e3b4d22-c4d7-466f-9b25-417d0541d824,Tracie Velti,Prisca Labon,GMC,Rally Wagon 3500,1993,83450 Hanson Center,799 Forest Dale Court,312-462-8110,158-326-2227,$46.58
734a9bcc-8aa9-4450-837e-59fdd691e417,Tommie Threlkeld,Sarita Sulman,Volkswagen,Passat,1996,98 Westend Plaza,1 Lawn Circle,545-290-6606,657-995-8531,$19.83
c76908b3-3901-4f99-8402-0147b513ee0d,Wendy Loges,Elvira Jiroudek,Kia,Sorento,2004,7 Pankratz Alley,85375 Harper Hill,408-232-4563,142-938-2943,$4.17
ac130451-d63e-47df-9f30-41f92a50b84a,Hanna Callender,Otto Bartosiak,Lexus,RX,2013,54709 Summit Point,11 Grasskamp Lane,936-845-3787,518-585-0415,$20.58
2aaf9823-2502-430f-9ee2-56804fcbc037,Stella Spawton,Saloma Posselow,Buick,LeSabre,1998,50695 Kinsman Parkway,6 Spenser Hill,347-287-1446,909-388-7923,$27.43
dc583cea-e550-403d-8d10-30835a756f60,Filmer Codd,Winona Abarough,Volkswagen,CC,2013,82456 Michigan Crossing,339 Caliangt Way,547-392-7261,287-232-8262,$25.54
eb54030d-c4d5-4be1-a159-b7395e9bf013,Elijah Coleford,Marcus Lantaff,Acura,NSX,1996,05616 David Park,3 Hoard Avenue,643-478-3163,855-541-9377,$45.45
e9d8fcdd-788f-4b64-b0be-c571c69b0383,Kasey Wilbraham,Rudy Hynson,Ford,Focus,2002,03 Sundown Avenue,8 East Junction,534-696-3454,952-227-6418,$25.78
a4925fb9-2c30-4a01-8c46-5b1dbf5628d1,Dory Wragge,Winna Laidler,Mercedes-Benz,300E,1993,7 Sauthoff Drive,4 Lillian Way,855-201-1793,387-519-9250,$24.15
6397bc9f-323f-442e-8aee-1a0c842b2f6c,Yvon Kerley,Ethelbert Hurdidge,Ferrari,California,2009,4 Anderson Pass,2 Meadow Vale Plaza,101-745-9369,181-628-5540,$36.45
414c91c0-67e9-4603-844f-53038611b601,Trev Savins,Kahaleel Showt,Mercedes-Benz,SLK-Class,2003,13811 Arrowood Center,4 Leroy Pass,891-659-8488,166-448-9865,$38.21
51d965f5-776e-4825-86f7-1cb6bd9365e8,Lorrin Gowler,Aline Kuhle,Eagle,Vision,1997,8 Lerdahl Pass,18 Garrison Place,179-552-4148,683-176-7981,$38.65
90bb8cfe-f4bb-4dec-96d1-78ff984d9476,Aeriell Lemery,Cristobal Flude,Nissan,Quest,2006,28347 Carey Terrace,27899 Arapahoe Court,285-565-7197,574-823-6831,$47.25
1b0c4c15-cd06-40c5-8901-28e894458231,Darren Souter,Georgette Canacott,Morgan,Aero 8,2006,7988 Vahlen Avenue,1 Texas Trail,837-900-1187,650-187-2530,$44.65
c6776af9-e601-41f9-83a9-2ba114426e8e,Wayland Pellett,Carroll Lambeth,Mazda,Millenia,1996,896 Northland Circle,54765 Mandrake Court,234-933-1613,713-919-5507,$14.23
12006ab7-acb7-4fbc-8917-51a06b497679,Maximilianus Canizares,Moise Shah,Acura,RL,1999,20 Warrior Plaza,5619 Nobel Court,761-481-6545,653-928-8540,$43.85
f922f437-c246-4892-ab5a-e8f2eb6de29a,Keven Rembaud,Elonore Swepson,Volvo,S60,2010,4842 Holmberg Lane,1020 Orin Circle,577-172-8880,304-787-8212,$31.60
6879d438-e1ae-44ee-9338-6001fb6af6f5,Harmon Fronczak,Erina Scaife,Mercedes-Benz,CL-Class,1999,40946 Sugar Junction,62848 Birchwood Plaza,959-395-2432,921-368-6880,$12.75
5118d898-5db5-4b76-b01b-5857db397b8a,Farris Debrick,Abigail Berfoot,GMC,Yukon XL 1500,2011,755 Birchwood Point,685 Haas Hill,601-821-1977,654-605-1260,$10.95
e26b2222-3d19-4c46-8e52-8e4320cd3115,Cheri Oleshunin,Eddi Leabeater,Mercedes-Benz,C-Class,2001,85179 Onsgard Lane,6 Sunbrook Terrace,100-765-5716,978-501-7948,$48.11
9a77e092-8b9e-4c9e-b58c-54ebcb452e8f,Horatius Philippsohn,Christoforo Chalder,Buick,Estate,1989,70 Esch Parkway,76 New Castle Parkway,545-221-4636,806-625-3443,$45.79
7562eb09-c762-4754-9955-3328e7ac1312,Katerine Duckerin,Lucia Corkhill,Volkswagen,Cabriolet,1991,9834 Ludington Plaza,877 Clove Alley,629-529-3841,320-107-8125,$2.42
250960c9-650c-49a6-b794-2fbd92c3d0dd,Jorry Kippax,Lorine Brimfield,Mazda,B-Series,1986,7617 Garrison Way,6 Blue Bill Park Junction,969-771-1743,924-642-6521,$32.45
ffb60056-3d24-4c67-a377-d19a9f09f8ab,Wells Bass,Orrin Kilford,Oldsmobile,Cutlass Supreme,1996,918 Hoffman Trail,5600 Mesta Drive,239-727-0749,447-825-3316,$41.57
fe3ba18f-5c14-4de5-bb0a-d37d0540f01b,Jordanna Nye,Claudelle Lengthorn,Toyota,Camry,2004,677 Prairieview Trail,7 Springs Pass,188-801-3396,402-477-8651,$18.70
647a3897-5a77-4318-ba58-2500e2bef549,Jonathan Bircher,Nataline Walklot,Mazda,MX-5,2007,5590 Atwood Drive,3969 Rigney Terrace,718-299-6175,922-707-8721,$7.51
f43d48cd-08c7-44bf-87ce-1f1155ae16e5,Mirilla McGraffin,Karol Maraga,Chrysler,Sebring,2001,3936 Golf View Junction,01 Heffernan Center,440-904-7310,191-480-0625,$17.96
c31fac68-4af1-4438-a1b1-d5eda710e110,Kiley Josovich,Maureene Thomlinson,Dodge,Neon,1995,356 Menomonie Pass,584 Ruskin Circle,851-410-7211,480-857-9424,$15.31
cf88416f-b6d2-4ce1-a58f-fa454fb7728a,Aurel Maulkin,Goraud Liquorish,BMW,Z4 M,2007,16743 Nobel Pass,0043 Truax Place,488-927-1100,699-888-8556,$4.89
4b317f2c-fadd-41d1-ab96-c2785e422a6e,Murdock Jepps,Jacqueline Maher,Ford,Th!nk,2002,69 Arrowood Crossing,13297 Anthes Place,932-602-5392,177-542-5262,$10.49
6c708fbb-9625-480a-996c-ff6b1794fa6e,Luelle Clemmitt,Heddi Zack,Volkswagen,Jetta,2009,2567 Old Shore Street,782 Independence Crossing,474-608-2317,347-847-2668,$42.70
f6bd1481-5ae5-4832-a573-98868d013f8c,Albie Bondley,Denis Summerhayes,Mercury,Sable,1995,9 Little Fleur Way,836 Walton Road,627-734-9595,154-302-2265,$30.08
af5e6f78-8b04-4e9a-ad19-fb6d5dca9094,Ulises Grunwall,Cami Jiggins,BMW,7 Series,2003,5 Summerview Pass,0 Morning Place,276-124-2731,535-315-8515,$47.85
74b23cca-83e0-4615-8650-19af7e5d467f,Elvis Mathewes,Liane Balderson,GMC,3500 Club Coupe,1993,47427 Laurel Plaza,174 Manitowish Way,600-167-1676,606-328-5225,$48.54
0f19db38-337a-4fc5-b18e-9e867d0c815b,Chris Docket,Ash Dyka,GMC,Safari,1993,37642 Melrose Place,75093 Butternut Alley,978-626-4728,201-362-6223,$29.55
c61fc1cb-92fa-42ac-a253-e7a43f4638ee,Gayelord Whye,Iain Gavaghan,Hyundai,Veloster,2013,3 Mallard Court,5 International Hill,772-553-9007,142-736-1184,$19.55
689bdd0a-6560-4c6a-82de-8ba5d55a6613,Alister Jewett,Stevie Dysert,Mitsubishi,Chariot,1994,459 School Court,798 Oxford Street,666-254-8024,134-411-9370,$2.78
9121e672-8afc-485e-8b1f-5252288b5e5e,Charla Maddams,Graham Yearnsley,Chevrolet,Tracker,2002,31058 Sherman Drive,9681 Bellgrove Court,562-716-8911,179-569-5764,$27.66
c6efdfa0-d46b-43c7-9009-57c4b2709e6f,Tristam Byrch,Pearline Killelea,Ford,Mustang,1987,8634 Beilfuss Point,9911 Dennis Trail,213-677-0928,365-756-9966,$21.65
8a71e0cc-b353-4af3-a4bf-6d0286468c09,Omero Gioan,Hugibert Sobczak,Hyundai,Tiburon,1997,8 Mockingbird Terrace,595 Grasskamp Drive,203-702-7824,957-335-8082,$40.77
bb5c5b2a-fd4b-47c7-b8e6-c1bfb878a556,Magdalen Farnall,Alfreda Seakin,Toyota,4Runner,2008,1 Granby Way,17987 Pepper Wood Hill,356-729-4134,598-761-2702,$10.10
b5bd3f77-f9ee-46f6-aa33-8079ce94a241,Mitchel Yockley,Odessa Weavers,Kia,Amanti,2006,6 Forest Dale Street,04105 Almo Trail,320-222-9677,936-350-6632,$27.56
df4984ae-9fcd-4fe9-90bc-20b55510700f,Mimi Pirrone,Saree Mollin,Lexus,LS,1998,4 Manufacturers Hill,6105 Melrose Place,290-546-6027,822-189-7726,$4.39
dfcd6b46-f81f-45cb-afd7-7f44a3b0f1b3,Marybelle Attwoull,Eddy Stephens,Buick,Park Avenue,2001,247 Nova Trail,316 Gateway Drive,935-556-0203,986-498-0030,$6.92
ff9311f8-9daf-41fd-808c-64a43681582b,Leon Mussalli,Marin Goudie,Chevrolet,Corvette,1955,917 Lunder Avenue,17371 Carioca Court,389-251-3640,375-983-2169,$7.78
b776065b-6e0e-456d-9657-271ef3e0ff92,Parker Arends,Lawrence McKue,Chrysler,Sebring,2006,89 Derek Pass,97 Harbort Drive,935-944-2944,768-461-4911,$43.69
5b397b1e-fd58-41d6-a699-adb275d76a35,Aida Dowey,Antonio Woolager,Toyota,Previa,1993,15 Mesta Junction,04344 Paget Hill,391-555-9400,791-995-3581,$34.33
14553894-4b91-499c-bbe1-0d7b9c3e2dcd,Kathryn Filde,Wolfgang Bradden,Chevrolet,Silverado 1500,2011,522 Mockingbird Point,932 Morrow Alley,683-378-2217,345-387-6767,$27.32
b8e1f2a9-de20-4897-b0a4-5172ef75667f,Simonette Beeton,Lois Girth,Ford,Econoline E350,1997,28 Mallory Drive,681 Talmadge Plaza,911-288-5622,885-178-1418,$49.59
2bef4a8f-e39a-4a5c-b5a3-78015ece01c8,Grange Castanie,Renard Coupman,Ford,Club Wagon,1997,1047 Hagan Terrace,930 Shasta Way,729-122-4855,729-197-5916,$46.46
ab4395b2-53e9-4379-9028-d19803788401,Garfield Kynsey,Raoul Wharfe,Dodge,Ram 2500,1999,4353 Transport Park,5 Gulseth Plaza,578-803-1403,737-552-4276,$33.90
412252be-dc84-4ebe-a6a6-3d9ed0d7d1ae,Chrissie MacGahey,Stinky Humphries,Chrysler,Sebring,2003,1 Dottie Parkway,38 Clyde Gallagher Court,213-968-5681,293-716-3166,$24.99
c8ec6c05-8ef4-446e-bc97-c89a3d59b3ec,Franchot Harriman,Mollee Saltmarshe,Chevrolet,Tahoe,2008,156 Morrow Avenue,55 Summer Ridge Crossing,575-729-0585,997-956-6605,$16.95
a95de918-281f-4c4e-987e-4336e27768d8,Eolanda Moynihan,Norma Paddock,Ford,Econoline E150,1999,63519 Valley Edge Court,2 School Hill,861-882-1462,169-141-0324,$26.23
46a3abc5-3d7f-4664-9fea-acfd73389ae9,Ned Fallowes,Allin Manston,Suzuki,Grand Vitara,2012,84559 Debra Crossing,6 Thackeray Avenue,277-111-1320,119-797-8931,$35.21
69188498-4c10-4b57-901f-c6ffbf1d443d,Orazio Leverton,Ninetta Sirr,BMW,5 Series,2005,4 Gulseth Way,3244 Esker Point,872-446-0417,839-323-5701,$24.24
c39db079-9708-4098-aa04-10e263b89ff9,Valry Sayles,Corinna Betts,Buick,Skylark,1995,227 Village Center,6 Donald Street,207-866-5472,754-569-0028,$4.28
dbba3305-6563-453c-bda9-0bb1dafab83e,Kira Agglione,Dennet Collaton,Buick,Enclave,2008,43 Springs Point,5 Erie Park,626-846-2524,330-861-2597,$1.02
c23006cf-9634-430d-ba72-424084b1ada4,Jessalyn Bridel,Frederica Gawkes,Ford,Probe,1989,8 Veith Trail,355 Village Green Way,602-765-1148,387-741-9128,$18.62
7bef78a9-261e-4a47-ba76-5e7bb4867271,Finley Orme,Basia Dowry,Plymouth,Horizon,1978,54754 Toban Circle,544 Marquette Park,101-956-2348,227-594-7566,$36.58
4ed5f415-d836-4576-b28c-c62112c833cb,Gifford Bernardot,Katey Dudson,Lotus,Elise,2004,1532 Corscot Trail,712 Pond Crossing,225-448-8017,586-784-0100,$20.94
